From	Entry	Entry Name	Protein names	Gene Names	Reviewed
92552	B4DYC7	B4DYC7_HUMAN	ubiquitinyl hydrolase 1 (EC 3.4.19.12)		unreviewed
25975	Q8IUX8	EGFL6_HUMAN	Epidermal growth factor-like protein 6 (EGF-like protein 6) (MAM and EGF domains-containing gene protein)	EGFL6 MAEG PP648 UNQ281/PRO320	reviewed
170082	Q8N8B7	TEANC_HUMAN	Transcription elongation factor A N-terminal and central domain-containing protein (TFIIS central domain-containing protein 1)	TCEANC	reviewed
170082	A8K5F6	A8K5F6_HUMAN	cDNA FLJ77132		unreviewed
170082	B4DG85	B4DG85_HUMAN	cDNA FLJ56978		unreviewed
9367	P51151	RAB9A_HUMAN	Ras-related protein Rab-9A (EC 3.6.5.2)	RAB9A RAB9	reviewed
6399	P0DI81	TPC2A_HUMAN	Trafficking protein particle complex subunit 2 (Sedlin)	TRAPPC2 SEDL	reviewed
6399	P0DI82	TPC2B_HUMAN	Trafficking protein particle complex subunit 2B (MBP-1-interacting protein 2A) (MIP-2A)	TRAPPC2B SEDLP1 TRAPPC2.19 TRAPPC2P1	reviewed
6399	Q6IBE5	Q6IBE5_HUMAN	Trafficking protein particle complex 2, isoform CRA_a (Trafficking protein particle complex 2, isoform CRA_b) (ZNF547 protein) (Zinc finger protein 547, isoform CRA_a) (cDNA, FLJ94336, Homo sapiens spondyloepiphyseal dysplasia, late (SEDL), mRNA)	ZNF547 TRAPPC2 hCG_19694 hCG_73092	unreviewed
8481	O75665	OFD1_HUMAN	Centriole and centriolar satellite protein OFD1 (Oral-facial-digital syndrome 1 protein) (Protein 71-7A)	OFD1 CXorf5	reviewed
8481	E9KL37	E9KL37_HUMAN	Epididymis tissue sperm binding protein Li 5a (Oral-facial-digital syndrome 1, isoform CRA_a)	OFD1 hCG_1981836	unreviewed
2824	Q13491	GPM6B_HUMAN	Neuronal membrane glycoprotein M6-b (M6b)	GPM6B M6B	reviewed
2824	B7Z613	B7Z613_HUMAN	Glycoprotein M6B (cDNA FLJ54144, highly similar to Neuronal membrane glycoprotein M6-b)	GPM6B	unreviewed
2824	Q59FD5	Q59FD5_HUMAN	Glycoprotein M6B isoform 1 variant		unreviewed
54960	Q9NWZ8	GEMI8_HUMAN	Gem-associated protein 8 (Gemin-8) (Protein FAM51A1)	GEMIN8 FAM51A1	reviewed
2742	P23416	GLRA2_HUMAN	Glycine receptor subunit alpha-2	GLRA2	reviewed
2187	Q8NB91	FANCB_HUMAN	Fanconi anemia group B protein (Protein FACB) (Fanconi anemia-associated polypeptide of 95 kDa) (FAAP95)	FANCB	reviewed
2187	A0A8Q3WL66	A0A8Q3WL66_HUMAN	FA complementation group B	FANCB	unreviewed
2187	C9J5X9	C9J5X9_HUMAN	FA complementation group B	FANCB	unreviewed
158747	Q8NHP6	MSPD2_HUMAN	Motile sperm domain-containing protein 2	MOSPD2	reviewed
158747	R4GMN1	R4GMN1_HUMAN	Motile sperm domain-containing protein 2	MOSPD2	unreviewed
140462	Q96DX5	ASB9_HUMAN	Ankyrin repeat and SOCS box protein 9 (ASB-9)	ASB9	reviewed
140462	A0A024RBW7	A0A024RBW7_HUMAN	Ankyrin repeat and SOCS box-containing 9, isoform CRA_a (Testis tissue sperm-binding protein Li 57p)	ASB9 hCG_15754	unreviewed
140456	Q8WXH4	ASB11_HUMAN	Ankyrin repeat and SOCS box protein 11 (ASB-11)	ASB11	reviewed
5277	P37287	PIGA_HUMAN	Phosphatidylinositol N-acetylglucosaminyltransferase subunit A (EC 2.4.1.198) (GlcNAc-PI synthesis protein) (Phosphatidylinositol-glycan biosynthesis class A protein) (PIG-A)	PIGA	reviewed
5277	A0A2K4ZA02	A0A2K4ZA02_HUMAN	Phosphatidylinositol N-acetylglucosaminyltransferase subunit A (EC 2.4.1.198) (GlcNAc-PI synthesis protein) (Phosphatidylinositol-glycan biosynthesis class A protein)	PIGA hCG_1783055	unreviewed
2277	O43915	VEGFD_HUMAN	Vascular endothelial growth factor D (VEGF-D) (c-Fos-induced growth factor) (FIGF)	VEGFD FIGF	reviewed
8544	O00625	PIR_HUMAN	Pirin (EC 1.13.11.24) (Probable quercetin 2,3-dioxygenase PIR) (Probable quercetinase)	PIR	reviewed
660	P51813	BMX_HUMAN	Cytoplasmic tyrosine-protein kinase BMX (EC 2.7.10.2) (Bone marrow tyrosine kinase gene in chromosome X protein) (Epithelial and endothelial tyrosine kinase) (ETK) (NTK38)	BMX	reviewed
59272	Q9BYF1	ACE2_HUMAN	Angiotensin-converting enzyme 2 (EC 3.4.17.23) (Angiotensin-converting enzyme homolog) (ACEH) (Angiotensin-converting enzyme-related carboxypeptidase) (ACE-related carboxypeptidase) (EC 3.4.17.-) (Metalloprotease MPROT15) [Cleaved into: Processed angiotensin-converting enzyme 2]	ACE2 UNQ868/PRO1885	reviewed
59272	A0A7I2V4H0	A0A7I2V4H0_HUMAN	Angiotensin-converting enzyme (EC 3.4.-.-)	ACE2	unreviewed
57393	Q9HBJ8	CLTRN_HUMAN	Collectrin (Transmembrane protein 27)	CLTRN TMEM27 UNQ679/PRO1312	reviewed
57393	A0A3B3ITM8	A0A3B3ITM8_HUMAN	Collectrin, amino acid transport regulator	CLTRN	unreviewed
11238	Q9Y2D0	CAH5B_HUMAN	Carbonic anhydrase 5B, mitochondrial (EC 4.2.1.1) (Carbonate dehydratase VB) (Carbonic anhydrase VB) (CA-VB)	CA5B	reviewed
8233	Q15696	U2AFM_HUMAN	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2 (CCCH type zinc finger, RNA-binding motif and serine/arginine rich protein 2) (Renal carcinoma antigen NY-REN-20) (U2(RNU2) small nuclear RNA auxiliary factor 1-like 2) (U2AF35-related protein) (URP)	ZRSR2 U2AF1-RS2 U2AF1L2 U2AF1RS2 URP	reviewed
8233	A0A8I5KSD0	A0A8I5KSD0_HUMAN	Zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2	ZRSR2	unreviewed
8905	P56377	AP1S2_HUMAN	AP-1 complex subunit sigma-2 (Adaptor protein complex AP-1 subunit sigma-1B) (Adaptor-related protein complex 1 subunit sigma-1B) (Clathrin assembly protein complex 1 sigma-1B small chain) (Golgi adaptor HA1/AP1 adaptin sigma-1B subunit) (Sigma 1B subunit of AP-1 clathrin) (Sigma-adaptin 1B) (Sigma1B-adaptin)	AP1S2 DC22	reviewed
8905	A0A5F9ZHW1	A0A5F9ZHW1_HUMAN	AP complex subunit sigma	AP1S2	unreviewed
8905	A0A5F9ZI43	A0A5F9ZI43_HUMAN	AP complex subunit sigma	AP1S2	unreviewed
8905	A6NH01	A6NH01_HUMAN	AP complex subunit sigma	AP1S2	unreviewed
8905	H7BZG6	H7BZG6_HUMAN	AP complex subunit sigma	AP1S2	unreviewed
8905	Q549M9	Q549M9_HUMAN	AP complex subunit sigma	AP1S2 hCG_1982256	unreviewed
2925	P30550	GRPR_HUMAN	Gastrin-releasing peptide receptor (GRP-R) (GRP-preferring bombesin receptor)	GRPR	reviewed
2925	X5D7H2	X5D7H2_HUMAN	Gastrin-releasing peptide receptor (GRP-preferring bombesin receptor)	GRPR	unreviewed
645864	A8MXT2	MAGBH_HUMAN	Melanoma-associated antigen B17	MAGEB17	reviewed
56474	Q9NRF8	PYRG2_HUMAN	CTP synthase 2 (EC 6.3.4.2) (CTP synthetase 2) (UTP--ammonia ligase 2)	CTPS2	reviewed
94056	Q96A49	SYAP1_HUMAN	Synapse-associated protein 1 (BSD domain-containing signal transducer and Akt interactor protein) (BSTA)	SYAP1 PRO3113	reviewed
55787	Q9NUQ3	TXLNG_HUMAN	Gamma-taxilin (Environmental lipopolysaccharide-responding gene protein) (Factor inhibiting ATF4-mediated transcription) (FIAT) (Lipopolysaccharide-specific response protein 5)	TXLNG CXorf15 ELRG LSR5	reviewed
5931	Q16576	RBBP7_HUMAN	Histone-binding protein RBBP7 (Histone acetyltransferase type B subunit 2) (Nucleosome-remodeling factor subunit RBAP46) (Retinoblastoma-binding protein 7) (RBBP-7) (Retinoblastoma-binding protein p46)	RBBP7 RBAP46	reviewed
5931	Q6FHQ0	Q6FHQ0_HUMAN	RBBP7 protein (Retinoblastoma binding protein 7)	RBBP7 hCG_20110	unreviewed
9185	Q8NFH8	REPS2_HUMAN	RalBP1-associated Eps domain-containing protein 2 (Partner of RalBP1) (RalBP1-interacting protein 2)	REPS2 POB1	reviewed
4810	Q6T4R5	NHS_HUMAN	Actin remodeling regulator NHS (Congenital cataracts and dental anomalies protein) (Nance-Horan syndrome protein)	NHS	reviewed
6322	Q9UN30	SCML1_HUMAN	Sex comb on midleg-like protein 1	SCML1	reviewed
10742	Q9Y5P3	RAI2_HUMAN	Retinoic acid-induced protein 2	RAI2	reviewed
10742	B2RBE9	B2RBE9_HUMAN	cDNA, FLJ95474, highly similar to Homo sapiens retinoic acid induced 2 (RAI2), mRNA		unreviewed
10742	B3KPD7	B3KPD7_HUMAN	cDNA FLJ31652 fis, clone NT2RI2004157, highly similar to Retinoic acid-induced protein 2		unreviewed
139105	Q8NDZ0	BEND2_HUMAN	BEN domain-containing protein 2	BEND2 CXorf20	reviewed
139105	B3KXX8	B3KXX8_HUMAN	cDNA FLJ46278 fis, clone TESTI4029743		unreviewed
10389	Q9UQR0	SCML2_HUMAN	Sex comb on midleg-like protein 2	SCML2	reviewed
6792	O76039	CDKL5_HUMAN	Cyclin-dependent kinase-like 5 (EC 2.7.11.22) (Serine/threonine-protein kinase 9)	CDKL5 STK9	reviewed
6247	O15537	XLRS1_HUMAN	Retinoschisin (X-linked juvenile retinoschisis protein)	RS1 XLRS1	reviewed
5475	O14829	PPE1_HUMAN	Serine/threonine-protein phosphatase with EF-hands 1 (PPEF-1) (EC 3.1.3.16) (Protein phosphatase with EF calcium-binding domain) (PPEF) (Serine/threonine-protein phosphatase 7) (PP7)	PPEF1 PPEF PPP7C	reviewed
5475	A0A8I5KXD3	A0A8I5KXD3_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPEF1	unreviewed
5475	B7Z6R7	B7Z6R7_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)		unreviewed
5256	P46019	KPB2_HUMAN	Phosphorylase b kinase regulatory subunit alpha, liver isoform (Phosphorylase kinase alpha L subunit)	PHKA2 PHKLA PYK	reviewed
10149	Q8IZP9	AGRG2_HUMAN	Adhesion G-protein coupled receptor G2 (G-protein coupled receptor 64) (Human epididymis-specific protein 6) (He6) [Cleaved into: Adhesion G-protein coupled receptor G2, N-terminal fragment (ADGRG2 N-terminal fragment); Adhesion G-protein coupled receptor G2, C-terminal fragment (ADGRG2 C-terminal fragment)]	ADGRG2 GPR64 HE6 TM7LN2	reviewed
10149	A8K4P7	A8K4P7_HUMAN	Adhesion G-protein coupled receptor G2 (G-protein coupled receptor 64)		unreviewed
10149	Q499H0	Q499H0_HUMAN	Adhesion G-protein coupled receptor G2 (G-protein coupled receptor 64)	GPR64	unreviewed
389840	Q6ZN16	M3K15_HUMAN	Mitogen-activated protein kinase kinase kinase 15 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 3) (MAPK/ERK kinase kinase 15) (MEK kinase 15) (MEKK 15)	MAP3K15 ASK3	reviewed
30011	Q96B97	SH3K1_HUMAN	SH3 domain-containing kinase-binding protein 1 (CD2-binding protein 3) (CD2BP3) (Cbl-interacting protein of 85 kDa) (Human Src family kinase-binding protein 1) (HSB-1)	SH3KBP1 CIN85	reviewed
30011	A0A8V8TNL0	A0A8V8TNL0_HUMAN	SH3 domain-containing kinase-binding protein 1	SH3KBP1	unreviewed
30011	A0A8V8TNT5	A0A8V8TNT5_HUMAN	SH3 domain-containing kinase-binding protein 1	SH3KBP1	unreviewed
30011	A0A8V8TNW8	A0A8V8TNW8_HUMAN	SH3 domain containing kinase binding protein 1	SH3KBP1	unreviewed
30011	A0A8V8TP27	A0A8V8TP27_HUMAN	SH3 domain-containing kinase-binding protein 1	SH3KBP1	unreviewed
30011	A0A8V8TP33	A0A8V8TP33_HUMAN	SH3 domain-containing kinase-binding protein 1	SH3KBP1	unreviewed
30011	A0A8V8TP40	A0A8V8TP40_HUMAN	SH3 domain containing kinase binding protein 1	SH3KBP1	unreviewed
30011	A0A8V8TP63	A0A8V8TP63_HUMAN	SH3 domain containing kinase binding protein 1	SH3KBP1	unreviewed
30011	A0A8V8TP69	A0A8V8TP69_HUMAN	SH3 domain containing kinase binding protein 1	SH3KBP1	unreviewed
30011	A0A8V8TPM1	A0A8V8TPM1_HUMAN	SH3 domain containing kinase binding protein 1	SH3KBP1	unreviewed
30011	A0A8V8TQF6	A0A8V8TQF6_HUMAN	SH3 domain containing kinase binding protein 1	SH3KBP1	unreviewed
30011	A0A8V8TQU1	A0A8V8TQU1_HUMAN	SH3 domain containing kinase binding protein 1	SH3KBP1	unreviewed
30011	B7Z6E8	B7Z6E8_HUMAN	cDNA FLJ59425, highly similar to SH3-domain kinase-binding protein 1		unreviewed
30011	Q5JPT2	Q5JPT2_HUMAN	SH3 domain-containing kinase-binding protein 1	SH3KBP1	unreviewed
30011	Q5JPT6	Q5JPT6_HUMAN	SH3 domain-containing kinase-binding protein 1		unreviewed
256643	A2AJT9	BCLA3_HUMAN	BCLAF1 and THRAP3 family member 3	BCLAF3 CXorf23	reviewed
256714	Q96T17	MA7D2_HUMAN	MAP7 domain-containing protein 2	MAP7D2	reviewed
256714	A0A0K1JRJ6	A0A0K1JRJ6_HUMAN	MAP7 domain containing 2 brain transcript variant 1 (MAP7 domain-containing protein 2 brain specific variant 1)	MAP7D2	unreviewed
256714	A0A0K1JS24	A0A0K1JS24_HUMAN	MAP7 domain containing 2 brain transcript variant 2 (MAP7 domain-containing protein 2 brain specific variant 2)	MAP7D2	unreviewed
256714	A0A0M4F6E1	A0A0M4F6E1_HUMAN	MAP7 domain containing 2 brain transcript variant 3	MAP7D2	unreviewed
256714	A0A0M4FLI9	A0A0M4FLI9_HUMAN	MAP7 domain containing 2 brain transcript variant 4	MAP7D2	unreviewed
1964	P47813	IF1AX_HUMAN	Eukaryotic translation initiation factor 1A, X-chromosomal (eIF-1A X isoform) (eIF1A X isoform) (Eukaryotic translation initiation factor 4C) (eIF-4C)	EIF1AX EIF1A EIF4C	reviewed
6197	P51812	KS6A3_HUMAN	Ribosomal protein S6 kinase alpha-3 (S6K-alpha-3) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 3) (p90-RSK 3) (p90RSK3) (Insulin-stimulated protein kinase 1) (ISPK-1) (MAP kinase-activated protein kinase 1b) (MAPK-activated protein kinase 1b) (MAPKAP kinase 1b) (MAPKAPK-1b) (Ribosomal S6 kinase 2) (RSK-2) (pp90RSK2)	RPS6KA3 ISPK1 MAPKAPK1B RSK2	reviewed
6197	A0A384MDW3	A0A384MDW3_HUMAN	Ribosomal protein S6 kinase (EC 2.7.11.1)		unreviewed
6197	B1AXG1	B1AXG1_HUMAN	non-specific serine/threonine protein kinase (EC 2.7.11.1)	RPS6KA3	unreviewed
6197	B4DG22	B4DG22_HUMAN	non-specific serine/threonine protein kinase (EC 2.7.11.1)	RPS6KA3	unreviewed
6197	B7ZB17	B7ZB17_HUMAN	non-specific serine/threonine protein kinase (EC 2.7.11.1)	RPS6KA3	unreviewed
22866	Q8WXI2	CNKR2_HUMAN	Connector enhancer of kinase suppressor of ras 2 (Connector enhancer of KSR 2) (CNK homolog protein 2) (CNK2)	CNKSR2 CNK2 KIAA0902 KSR2	reviewed
22866	A0A2R8Y622	A0A2R8Y622_HUMAN	Connector enhancer of kinase suppressor of Ras 2	CNKSR2	unreviewed
22866	A0A2R8Y700	A0A2R8Y700_HUMAN	Connector enhancer of kinase suppressor of Ras 2	CNKSR2	unreviewed
22866	A0A2R8Y7A1	A0A2R8Y7A1_HUMAN	Connector enhancer of kinase suppressor of Ras 2	CNKSR2	unreviewed
22866	A0A2U3TZH5	A0A2U3TZH5_HUMAN	Connector enhancer of kinase suppressor of Ras 2	CNKSR2	unreviewed
22866	B3KPN2	B3KPN2_HUMAN	cDNA FLJ31987 fis, clone NT2RP7008855, highly similar to Connector enhancer of kinase suppressor of ras 2		unreviewed
257240	Q8N239	KLH34_HUMAN	Kelch-like protein 34	KLHL34	reviewed
23676	Q9UHP9	SMPX_HUMAN	Small muscular protein (Stretch-responsive skeletal muscle protein)	SMPX SRMX	reviewed
51360	O43462	MBTP2_HUMAN	Membrane-bound transcription factor site-2 protease (EC 3.4.24.85) (Endopeptidase S2P) (Sterol regulatory element-binding proteins intramembrane protease) (SREBPs intramembrane protease)	MBTPS2 S2P	reviewed
404281	O15391	TYY2_HUMAN	Transcription factor YY2 (Yin and yang 2) (YY-2) (Zinc finger protein 631)	YY2 ZNF631	reviewed
6611	P52788	SPSY_HUMAN	Spermine synthase (SPMSY) (EC 2.5.1.22) (Spermidine aminopropyltransferase)	SMS	reviewed
5251	P78562	PHEX_HUMAN	Phosphate-regulating neutral endopeptidase PHEX (EC 3.4.24.-) (Metalloendopeptidase homolog PEX) (Vitamin D-resistant hypophosphatemic rickets protein) (X-linked hypophosphatemia protein) (HYP)	PHEX PEX	reviewed
5251	B4DNS0	B4DNS0_HUMAN	cDNA FLJ59234, highly similar to Phosphate-regulating neutral endopeptidase		unreviewed
5251	B4DWG8	B4DWG8_HUMAN	cDNA FLJ60923, highly similar to Phosphate-regulating neutral endopeptidase (EC3.4.24.-)		unreviewed
158506	Q8N7E2	CBLL2_HUMAN	E3 ubiquitin-protein ligase CBLL2 (EC 2.3.2.27) (Cbl proto-oncogene-like protein 2) (RING-type E3 ubiquitin transferase ZNF645) (Zinc finger protein 645) (c-Cbl-like protein 2)	CBLL2 ZNF645	reviewed
168400	Q86TM3	DDX53_HUMAN	Probable ATP-dependent RNA helicase DDX53 (EC 3.6.4.13) (Cancer-associated gene protein) (Cancer/testis antigen 26) (CT26) (DEAD box protein 53) (DEAD box protein CAGE)	DDX53 CAGE	reviewed
139411	Q96NR3	PTHD1_HUMAN	Patched domain-containing protein 1	PTCHD1	reviewed
139411	X5DNX9	X5DNX9_HUMAN	Patched domain-containing protein 1	PTCHD1	unreviewed
10549	Q13162	PRDX4_HUMAN	Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4)	PRDX4	reviewed
10549	V9HW63	V9HW63_HUMAN	thioredoxin-dependent peroxiredoxin (EC 1.11.1.24)	HEL-S-97n PRDX4 hCG_17636	unreviewed
23597	Q9Y305	ACOT9_HUMAN	Acyl-coenzyme A thioesterase 9, mitochondrial (Acyl-CoA thioesterase 9) (EC 3.1.2.-) (EC 3.1.2.2) (Acyl-CoA thioester hydrolase 9)	ACOT9 CGI-16	reviewed
6303	P21673	SAT1_HUMAN	Diamine acetyltransferase 1 (EC 2.3.1.57) (Polyamine N-acetyltransferase 1) (Putrescine acetyltransferase) (Spermidine/spermine N(1)-acetyltransferase 1) (SSAT) (SSAT-1)	SAT1 SAT	reviewed
6303	A0A384NQ10	A0A384NQ10_HUMAN	Diamine acetyltransferase 1 (EC 2.3.1.57) (Polyamine N-acetyltransferase 1) (Putrescine acetyltransferase) (Spermidine/spermine N(1)-acetyltransferase 1)		unreviewed
79135	Q9BUR5	MIC26_HUMAN	MICOS complex subunit MIC26 (Apolipoprotein O) (MICOS complex subunit MIC23) (Protein FAM121B)	APOO FAM121B MIC23 MIC26 My025 UNQ1866/PRO4302	reviewed
254158	Q96LI9	CX058_HUMAN	Uncharacterized protein CXorf58	CXorf58	reviewed
254158	B7ZLS7	B7ZLS7_HUMAN	CXorf58 protein	CXorf58	unreviewed
80311	Q96M94	KLH15_HUMAN	Kelch-like protein 15	KLHL15 KIAA1677	reviewed
80311	V9HWF1	V9HWF1_HUMAN	Kelch-like protein 15	HEL-S-305 KLHL15 hCG_1642367	unreviewed
1968	P41091	IF2G_HUMAN	Eukaryotic translation initiation factor 2 subunit 3 (EC 3.6.5.3) (Eukaryotic translation initiation factor 2 subunit gamma X) (eIF2-gamma X) (eIF2gX)	EIF2S3 EIF2G	reviewed
7543	P17010	ZFX_HUMAN	Zinc finger X-chromosomal protein	ZFX	reviewed
7543	Q59EB9	Q59EB9_HUMAN	X-linked zinc finger protein variant		unreviewed
7543	Q8WXB7	Q8WXB7_HUMAN	X-linked zinc finger protein	ZFX	unreviewed
170067	P0C7V6	SP202_HUMAN	Transcription factor SPT20 homolog-like 2	SUPT20HL2 FAM48B2	reviewed
100130302	A0A7I2YQ69	A0A7I2YQ69_HUMAN	SUPT20H like 1	SUPT20HL1	unreviewed
5165	Q15120	PDK3_HUMAN	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 3)	PDK3 PDHK3	reviewed
9468	Q9Y5K3	PCY1B_HUMAN	Choline-phosphate cytidylyltransferase B (EC 2.7.7.15) (CCT-beta) (CTP:phosphocholine cytidylyltransferase B) (CCT B) (CT B) (Phosphorylcholine transferase B)	PCYT1B CCTB	reviewed
5422	P09884	DPOLA_HUMAN	DNA polymerase alpha catalytic subunit (EC 2.7.7.7) (DNA polymerase alpha catalytic subunit p180)	POLA1 POLA	reviewed
5422	A6NMQ1	A6NMQ1_HUMAN	DNA polymerase (EC 2.7.7.7)	POLA1	unreviewed
170302	Q96QS3	ARX_HUMAN	Homeobox protein ARX (Aristaless-related homeobox)	ARX	reviewed
286514	Q96M61	MAGBI_HUMAN	Melanoma-associated antigen B18 (MAGE-B18 antigen)	MAGEB18	reviewed
158809	Q8N7X4	MAGB6_HUMAN	Melanoma-associated antigen B6 (Cancer/testis antigen 3.4) (CT3.4) (MAGE-B6 antigen)	MAGEB6	reviewed
347541	Q9BZ81	MAGB5_HUMAN	Melanoma-associated antigen B5 (Cancer/testis antigen 3.3) (CT3.3) (MAGE-B5 antigen)	MAGEB5	reviewed
347442	P0C7V8	DC8L2_HUMAN	DDB1- and CUL4-associated factor 8-like protein 2 (WD repeat-containing protein 42C)	DCAF8L2 WDR42C	reviewed
139422	Q96LZ2	MAGBA_HUMAN	Melanoma-associated antigen B10 (MAGE-B10 antigen)	MAGEB10	reviewed
139425	A6NGE4	DC8L1_HUMAN	DDB1- and CUL4-associated factor 8-like protein 1 (WD repeat-containing protein 42B)	DCAF8L1 WDR42B	reviewed
11141	Q9NZN1	IRPL1_HUMAN	Interleukin-1 receptor accessory protein-like 1 (IL-1-RAPL-1) (IL-1RAPL-1) (IL1RAPL-1) (EC 3.2.2.6) (Oligophrenin-4) (Three immunoglobulin domain-containing IL-1 receptor-related 2) (TIGIRR-2) (X-linked interleukin-1 receptor accessory protein-like 1)	IL1RAPL1 OPHN4	reviewed
11141	X5DNQ7	X5DNQ7_HUMAN	Interleukin-1 receptor accessory protein-like 1 (X-linked interleukin-1 receptor accessory protein-like 1)	IL1RAPL1	unreviewed
4113	O15479	MAGB2_HUMAN	Melanoma-associated antigen B2 (Cancer/testis antigen 3.2) (CT3.2) (DSS-AHC critical interval MAGE superfamily 6) (DAM6) (MAGE XP-2 antigen) (MAGE-B2 antigen)	MAGEB2	reviewed
4113	Q53G50	Q53G50_HUMAN	Melanoma antigen, family B, 2 variant		unreviewed
4114	O15480	MAGB3_HUMAN	Melanoma-associated antigen B3 (MAGE-B3 antigen)	MAGEB3	reviewed
4115	O15481	MAGB4_HUMAN	Melanoma-associated antigen B4 (MAGE-B4 antigen)	MAGEB4	reviewed
4112	P43366	MAGB1_HUMAN	Melanoma-associated antigen B1 (Cancer/testis antigen 3.1) (CT3.1) (DSS-AHC critical interval MAGE superfamily 10) (DAM10) (MAGE-B1 antigen) (MAGE-XP antigen)	MAGEB1 MAGEL1 MAGEXP	reviewed
190	P51843	NR0B1_HUMAN	Nuclear receptor subfamily 0 group B member 1 (DSS-AHC critical region on the X chromosome protein 1) (Nuclear receptor DAX-1)	NR0B1 AHC DAX1	reviewed
190	F1D8P4	F1D8P4_HUMAN	Nuclear receptor subfamily 0 group B member 1 (Nuclear receptor DAX-1)	NR0B1 hCG_15520	unreviewed
80231	Q9HAI6	TASL_HUMAN	TLR adapter interacting with SLC15A4 on the lysosome	TASL CXorf21	reviewed
2710	P32189	GLPK_HUMAN	Glycerol kinase (Glycerokinase) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)	GK	reviewed
2710	A0A8I5KXY7	A0A8I5KXY7_HUMAN	glycerol kinase (EC 2.7.1.30)	GK	unreviewed
2710	B4DH54	B4DH54_HUMAN	glycerol kinase (EC 2.7.1.30)		unreviewed
257397	Q8N5C8	TAB3_HUMAN	TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 3) (NF-kappa-B-activating protein 1) (TAK1-binding protein 3) (TAB-3) (TGF-beta-activated kinase 1-binding protein 3)	TAB3 MAP3K7IP3	reviewed
53940	Q9BXU8	FHL17_HUMAN	Ferritin heavy polypeptide-like 17 (Cancer/testis antigen 38) (CT38)	FTHL17	reviewed
53940	A0A384NPV7	A0A384NPV7_HUMAN	Ferritin	FTHL17 hCG_1818080	unreviewed
1756	P11532	DMD_HUMAN	Dystrophin	DMD	reviewed
1756	A0A087WV90	A0A087WV90_HUMAN	Dystrophin	DMD	unreviewed
1756	A0A0S2Z3B5	A0A0S2Z3B5_HUMAN	Dystrophin isoform 2	DMD	unreviewed
1756	A0A0S2Z3J7	A0A0S2Z3J7_HUMAN	Dystrophin isoform 1	DMD	unreviewed
1756	A0A5H1ZRP9	A0A5H1ZRP9_HUMAN	Dystrophin	DMD	unreviewed
1756	A0A5H1ZRQ1	A0A5H1ZRQ1_HUMAN	Dystrophin	DMD	unreviewed
1756	A0A5H1ZRQ8	A0A5H1ZRQ8_HUMAN	Dystrophin	DMD	unreviewed
1756	A0A5H1ZRR9	A0A5H1ZRR9_HUMAN	Dystrophin	DMD	unreviewed
1756	A0A804HKY9	A0A804HKY9_HUMAN	Dystrophin	DMD	unreviewed
1756	A7E212	A7E212_HUMAN	Dystrophin	DMD	unreviewed
1756	Q16484	Q16484_HUMAN	DMD protein	DMD	unreviewed
1756	Q4G0X0	Q4G0X0_HUMAN	DMD protein (Dystrophin)	DMD	unreviewed
158724	Q5JRC9	FA47A_HUMAN	Protein FAM47A	FAM47A	reviewed
83604	Q9BQJ4	TMM47_HUMAN	Transmembrane protein 47 (Brain cell membrane protein 1) (Transmembrane 4 superfamily member 10)	TMEM47 BCMP1 TM4SF10	reviewed
170062	Q8NA70	FA47B_HUMAN	Protein FAM47B	FAM47B	reviewed
139604	A2A368	MAGBG_HUMAN	Melanoma-associated antigen B16 (MAGE-B16 antigen)	MAGEB16	reviewed
286464	Q6ZTR5	CFA47_HUMAN	Cilia- and flagella-associated protein 47	CFAP47 CHDC2 CXorf22 CXorf30 CXorf59	reviewed
442444	Q5HY64	FA47C_HUMAN	Putative protein FAM47C	FAM47C	reviewed
5638	O14668	TMG1_HUMAN	Transmembrane gamma-carboxyglutamic acid protein 1 (Proline-rich gamma-carboxyglutamic acid protein 1) (Proline-rich Gla protein 1)	PRRG1 PRGP1 TMG1	reviewed
5638	Q8NEK6	Q8NEK6_HUMAN	PRRG1 protein	PRRG1	unreviewed
347404	Q6ZV70	LANC3_HUMAN	LanC-like protein 3	LANCL3	reviewed
