Species	Symbol	Ensembl	Family	Protein	Entrez_ID	Uniprot	Entry
Homo_sapiens	ZNF302	ENSG00000089335	zf-C2H2	ENSP00000481754.1;ENSP00000405219.2;ENSP00000396379.2;ENSP00000391067.2;ENSP00000421028.1;	55900	Q9NR11	ZN302_HUMAN
Homo_sapiens	ZNF610	ENSG00000167554	zf-C2H2	ENSP00000477617.1;ENSP00000324441.8;ENSP00000383922.2;ENSP00000485001.1;ENSP00000471021.1;ENSP00000327597.7;	162963	Q8N9Z0	ZN610_HUMAN
Homo_sapiens	SP9	ENSG00000217236	zf-C2H2	ENSP00000378418.2;	NA	P0CG40	SP9_HUMAN
Homo_sapiens	ZNF26	ENSG00000198393	zf-C2H2	ENSP00000333725.5;	7574	P17031	ZNF26_HUMAN
Homo_sapiens	PIAS3	ENSG00000131788	zf-MIZ	ENSP00000376765.2;ENSP00000358304.1;	10401	Q9Y6X2	PIAS3_HUMAN
Homo_sapiens	ZNF208	ENSG00000160321	zf-C2H2	ENSP00000380315.3;	7757	O43345	ZN208_HUMAN
Homo_sapiens	JDP2	ENSG00000140044	TF_bZIP	ENSP00000415558.2;ENSP00000452769.1;ENSP00000399587.2;ENSP00000498745.1;ENSP00000267569.5;ENSP00000409787.1;	122953	Q8WYK2	JDP2_HUMAN
Homo_sapiens	BATF	ENSG00000156127	TF_bZIP	ENSP00000450486.1;ENSP00000286639.6;	10538	Q16520	BATF_HUMAN
Homo_sapiens	IRF1	ENSG00000125347	IRF	ENSP00000405655.2;ENSP00000384406.1;ENSP00000506322.1;ENSP00000505066.1;ENSP00000473661.1;ENSP00000504877.1;ENSP00000505720.1;ENSP00000245414.4;ENSP00000480887.1;ENSP00000506263.1;ENSP00000505153.1;ENSP00000396318.1;ENSP00000506148.1;ENSP00000392455.1;ENSP00000506176.1;	3659	P10914	IRF1_HUMAN
Homo_sapiens	NA	ENSG00000289346	GTF2I	ENSP00000486581.2;	NA	NA	NA
Homo_sapiens	MYT1L	ENSG00000186487	zf-C2HC	ENSP00000497068.1;ENSP00000497479.2;ENSP00000497331.2;ENSP00000498210.2;ENSP00000497722.1;ENSP00000497244.2;ENSP00000496808.2;ENSP00000496986.1;ENSP00000497501.2;ENSP00000497024.1;ENSP00000497017.1;ENSP00000497309.1;ENSP00000509916.1;ENSP00000496783.2;ENSP00000497452.1;ENSP00000382114.3;ENSP00000497273.1;ENSP00000497556.1;ENSP00000498070.2;ENSP00000497604.2;ENSP00000496811.2;ENSP00000496948.1;ENSP00000498096.1;ENSP00000497373.2;ENSP00000382111.4;ENSP00000496971.2;ENSP00000497870.1;ENSP00000496922.1;ENSP00000497371.1;ENSP00000497115.1;ENSP00000497206.2;ENSP00000384219.1;ENSP00000496831.1;ENSP00000496980.1;ENSP00000396103.3;ENSP00000473409.2;ENSP00000497816.1;ENSP00000497900.2;ENSP00000496210.1;ENSP00000497493.1;ENSP00000497922.1;ENSP00000497838.1;	23040	Q9UL68	MYT1L_HUMAN
Homo_sapiens	FOXP2	ENSG00000128573	Fork_head	ENSP00000377130.3;ENSP00000488944.1;ENSP00000489073.1;ENSP00000385069.4;ENSP00000377135.2;ENSP00000489135.1;ENSP00000386200.3;ENSP00000265436.7;ENSP00000377132.2;ENSP00000489229.1;	93986	O15409	FOXP2_HUMAN
Homo_sapiens	TBX4	ENSG00000121075	T-box	ENSP00000495714.1;ENSP00000467588.1;ENSP00000240335.1;ENSP00000495986.1;	9496	P57082	TBX4_HUMAN
Homo_sapiens	ZBTB25	ENSG00000089775	ZBTB	ENSP00000476746.1;ENSP00000450718.1;ENSP00000378204.1;ENSP00000451046.1;	7597	P24278	ZBT25_HUMAN
Homo_sapiens	ZNF354C	ENSG00000177932	zf-C2H2	ENSP00000324064.6;	30832	Q86Y25	Z354C_HUMAN
Homo_sapiens	LIN28A	ENSG00000131914	CSD	ENSP00000254231.4;ENSP00000363314.3;	79727	Q9H9Z2	LN28A_HUMAN
Homo_sapiens	EBF2	ENSG00000221818	COE	ENSP00000430241.1;ENSP00000437909.1;ENSP00000386178.3;	NA	Q9HAK2	COE2_HUMAN
Homo_sapiens	ZNF124	ENSG00000196418	zf-C2H2	ENSP00000340749.6;ENSP00000440365.2;	7678	Q15973	ZN124_HUMAN
Homo_sapiens	ZZZ3	ENSG00000036549	MYB	ENSP00000359837.3;ENSP00000359834.1;	26009	Q8IYH5	ZZZ3_HUMAN
Homo_sapiens	VAX1	ENSG00000148704	Homeobox	ENSP00000358207.4;ENSP00000277905.2;	11023	Q5SQQ9	VAX1_HUMAN
Homo_sapiens	ZNF44	ENSG00000197857	zf-C2H2	ENSP00000377008.3;ENSP00000380850.3;ENSP00000347910.5;ENSP00000348419.5;	51710	P15621	ZNF44_HUMAN
Homo_sapiens	MTF1	ENSG00000188786	zf-C2H2	ENSP00000362127.3;	4520	Q14872	MTF1_HUMAN
Homo_sapiens	SOX10	ENSG00000100146	HMG	ENSP00000354130.2;ENSP00000380093.2;ENSP00000399777.1;ENSP00000414853.1;ENSP00000510381.1;	6663	P56693	SOX10_HUMAN
Homo_sapiens	ZNF256	ENSG00000152454	zf-C2H2	ENSP00000282308.2;	10172	Q9Y2P7	ZN256_HUMAN
Homo_sapiens	E2F8	ENSG00000129173	E2F	ENSP00000434199.1;ENSP00000250024.4;ENSP00000481103.1;	79733	A0AVK6	E2F8_HUMAN
Homo_sapiens	ID2	ENSG00000115738	bHLH	ENSP00000234091.4;ENSP00000379585.1;ENSP00000385465.2;	NA	Q02363	ID2_HUMAN
Homo_sapiens	PITX2	ENSG00000164093	Homeobox	ENSP00000424142.1;ENSP00000347004.2;ENSP00000347192.5;ENSP00000481951.2;ENSP00000495061.1;ENSP00000378095.4;ENSP00000475617.1;ENSP00000421454.1;	5308	Q99697	PITX2_HUMAN
Homo_sapiens	ZNF266	ENSG00000174652	zf-C2H2	ENSP00000468491.1;ENSP00000467151.1;ENSP00000467315.1;ENSP00000467403.1;ENSP00000466714.2;ENSP00000498589.1;	10781	Q14584	ZN266_HUMAN
Homo_sapiens	MEF2C	ENSG00000081189	SRF	ENSP00000340874.5;ENSP00000490630.1;ENSP00000489865.1;ENSP00000490525.1;ENSP00000490241.1;ENSP00000486490.1;ENSP00000490354.1;ENSP00000426442.1;ENSP00000487184.1;ENSP00000425636.1;ENSP00000427309.1;ENSP00000490473.1;ENSP00000389610.2;ENSP00000426465.1;ENSP00000421925.5;ENSP00000424606.1;ENSP00000487430.1;ENSP00000423597.2;ENSP00000422390.2;ENSP00000485972.1;ENSP00000426665.2;ENSP00000486554.1;ENSP00000396219.2;ENSP00000487311.1;ENSP00000424331.1;ENSP00000427286.2;ENSP00000487538.1;ENSP00000423826.1;ENSP00000423656.1;ENSP00000427163.1;	4208	Q06413	MEF2C_HUMAN
Homo_sapiens	MIS18BP1	ENSG00000129534	MYB	ENSP00000309790.4;	55320	Q6P0N0	M18BP_HUMAN
Homo_sapiens	FIGLA	ENSG00000183733	bHLH	ENSP00000333097.6;	344018	Q6QHK4	FIGLA_HUMAN
Homo_sapiens	LHX2	ENSG00000106689	Homeobox	ENSP00000362717.4;ENSP00000476200.1;ENSP00000394978.1;	9355	P50458	LHX2_HUMAN
Homo_sapiens	TBX18	ENSG00000112837	T-box	ENSP00000476137.1;ENSP00000475498.1;ENSP00000475873.1;ENSP00000358677.4;	NA	O95935	TBX18_HUMAN
Homo_sapiens	NFATC2	ENSG00000101096	RHD	ENSP00000477142.1;ENSP00000477342.1;ENSP00000360619.3;ENSP00000477370.1;ENSP00000379330.3;ENSP00000396471.1;	4773	Q13469	NFAC2_HUMAN
Homo_sapiens	NR2C1	ENSG00000120798	RXR-like	ENSP00000333275.4;ENSP00000478728.1;ENSP00000376813.3;ENSP00000328843.7;	7181	P13056	NR2C1_HUMAN
Homo_sapiens	ZNF660	ENSG00000144792	zf-C2H2	ENSP00000324605.2;	NA	Q6AZW8	ZN660_HUMAN
Homo_sapiens	HOXB9	ENSG00000170689	Homeobox	ENSP00000309439.5;	3219	P17482	HXB9_HUMAN
Homo_sapiens	POU2F2	ENSG00000028277	Pou	ENSP00000437224.1;ENSP00000475664.1;ENSP00000476062.2;ENSP00000453255.1;ENSP00000452930.2;ENSP00000471890.1;ENSP00000339369.5;ENSP00000373992.3;ENSP00000509972.1;ENSP00000454179.1;ENSP00000431603.3;ENSP00000436988.1;	5452	P09086	PO2F2_HUMAN
Homo_sapiens	ZIC2	ENSG00000043355	zf-C2H2	ENSP00000365514.3;	7546	O95409	ZIC2_HUMAN
Homo_sapiens	ZNF790	ENSG00000197863	zf-C2H2	ENSP00000480764.1;ENSP00000478852.1;ENSP00000480834.1;ENSP00000349161.3;	388536	Q6PG37	ZN790_HUMAN
Homo_sapiens	ZNF526	ENSG00000167625	zf-C2H2	ENSP00000301215.2;	116115	Q8TF50	ZN526_HUMAN
Homo_sapiens	PRDM2	ENSG00000116731	zf-C2H2	ENSP00000341621.4;ENSP00000235372.6;ENSP00000312352.6;ENSP00000411103.1;	7799	Q13029	PRDM2_HUMAN
Homo_sapiens	LHX5	ENSG00000089116	Homeobox	ENSP00000261731.2;	NA	Q9H2C1	LHX5_HUMAN
Homo_sapiens	ZSCAN29	ENSG00000140265	zf-C2H2	ENSP00000456883.1;ENSP00000456089.1;ENSP00000507363.1;ENSP00000380174.2;	146050	Q8IWY8	ZSC29_HUMAN
Homo_sapiens	ZNF358	ENSG00000198816	zf-C2H2	ENSP00000472305.1;ENSP00000472777.1;	140467	Q9NW07	ZN358_HUMAN
Homo_sapiens	ESR2	ENSG00000140009	ESR-like	ENSP00000351412.5;ENSP00000450488.1;ENSP00000267525.6;ENSP00000452485.2;ENSP00000335551.4;ENSP00000451582.1;ENSP00000452426.1;ENSP00000450699.1;ENSP00000343925.4;ENSP00000345616.6;	2100	Q92731	ESR2_HUMAN
Homo_sapiens	HMGXB4	ENSG00000100281	HMG	ENSP00000216106.5;	10042	Q9UGU5	HMGX4_HUMAN
Homo_sapiens	ZNF782	ENSG00000196597	zf-C2H2	ENSP00000440624.2;ENSP00000419397.1;	158431	Q6ZMW2	ZN782_HUMAN
Homo_sapiens	CAMTA1	ENSG00000171735	CG-1	ENSP00000306522.6;	23261	Q9Y6Y1	CMTA1_HUMAN
Homo_sapiens	MEOX1	ENSG00000005102	Homeobox	ENSP00000321684.4;ENSP00000377271.2;	4222	P50221	MEOX1_HUMAN
Homo_sapiens	GATA2	ENSG00000179348	zf-GATA	ENSP00000345681.2;ENSP00000400259.2;ENSP00000417074.1;	2624	P23769	GATA2_HUMAN
Homo_sapiens	HMX1	ENSG00000215612	Homeobox	ENSP00000383516.3;	3166	Q9NP08	HMX1_HUMAN
Homo_sapiens	ZNF550	ENSG00000251369	zf-C2H2	ENSP00000469679.1;ENSP00000445978.2;ENSP00000422344.1;ENSP00000469537.1;ENSP00000469580.1;	162972	Q7Z398	ZN550_HUMAN
Homo_sapiens	STAT2	ENSG00000170581	STAT	ENSP00000498876.1;ENSP00000315768.4;ENSP00000387354.2;ENSP00000450751.1;	6773	P52630	STAT2_HUMAN
Homo_sapiens	STAT4	ENSG00000138378	STAT	ENSP00000351255.4;ENSP00000376134.2;	6775	Q14765	STAT4_HUMAN
Homo_sapiens	HOXC6	ENSG00000197757	Homeobox	ENSP00000243108.4;ENSP00000377864.3;	3223	P09630	HXC6_HUMAN
Homo_sapiens	ZXDA	ENSG00000198205	zf-C2H2	ENSP00000351530.4;	7789	P98168	ZXDA_HUMAN
Homo_sapiens	PEG3	ENSG00000198300	zf-C2H2	ENSP00000496914.1;ENSP00000472402.1;ENSP00000498138.1;ENSP00000497466.1;ENSP00000496867.1;ENSP00000473190.1;ENSP00000497332.1;ENSP00000470467.2;ENSP00000498047.1;ENSP00000469486.1;ENSP00000497512.1;ENSP00000326581.7;ENSP00000472395.1;ENSP00000497971.1;ENSP00000496853.1;	5178	Q9GZU2	PEG3_HUMAN
Homo_sapiens	ZNF565	ENSG00000196357	zf-C2H2	ENSP00000347234.5;ENSP00000465906.1;ENSP00000376013.1;ENSP00000306869.5;	147929	Q8N9K5	ZN565_HUMAN
Homo_sapiens	KLF4	ENSG00000136826	zf-C2H2	ENSP00000363804.4;ENSP00000483629.1;	9314	O43474	KLF4_HUMAN
Homo_sapiens	PKNOX1	ENSG00000160199	Homeobox	ENSP00000291547.4;ENSP00000402243.2;	5316	P55347	PKNX1_HUMAN
Homo_sapiens	SOX14	ENSG00000168875	HMG	ENSP00000305343.1;	8403	O95416	SOX14_HUMAN
Homo_sapiens	HOXD12	ENSG00000170178	Homeobox	ENSP00000385586.2;	3238	P35452	HXD12_HUMAN
Homo_sapiens	SPI1	ENSG00000066336	ETS	ENSP00000367799.4;ENSP00000227163.4;	6688	P17947	SPI1_HUMAN
Homo_sapiens	MYCN	ENSG00000134323	bHLH	ENSP00000281043.3;ENSP00000491476.1;	4613	P04198	MYCN_HUMAN
Homo_sapiens	ATF2	ENSG00000115966	TF_bZIP	ENSP00000264110.2;ENSP00000386326.1;ENSP00000376327.1;ENSP00000402229.1;ENSP00000407911.3;ENSP00000412293.1;ENSP00000406995.2;ENSP00000387093.1;ENSP00000389504.1;ENSP00000340576.5;	1386	P15336	ATF2_HUMAN
Homo_sapiens	ETS1	ENSG00000134954	ETS	ENSP00000376436.3;ENSP00000441430.1;ENSP00000324578.5;ENSP00000433500.1;	2113	P14921	ETS1_HUMAN
Homo_sapiens	FOXF2	ENSG00000137273	Fork_head	ENSP00000496415.1;	2295	Q12947	FOXF2_HUMAN
Homo_sapiens	ZNF407	ENSG00000215421	zf-C2H2	ENSP00000299687.4;ENSP00000462348.1;ENSP00000310359.5;ENSP00000479246.1;ENSP00000481798.1;ENSP00000463270.1;	55628	Q9C0G0	ZN407_HUMAN
Homo_sapiens	ZNF684	ENSG00000117010	zf-C2H2	ENSP00000497154.1;ENSP00000361784.3;	127396	Q5T5D7	ZN684_HUMAN
Homo_sapiens	GTF3A	ENSG00000122034	zf-C2H2	ENSP00000409175.1;ENSP00000389655.1;ENSP00000370532.5;	2971	Q92664	TF3A_HUMAN
Homo_sapiens	SMARCC1	ENSG00000173473	MYB	ENSP00000254480.5;	NA	Q92922	SMRC1_HUMAN
Homo_sapiens	ELF1	ENSG00000120690	ETS	ENSP00000239882.3;ENSP00000486912.1;ENSP00000489586.1;	1997	P32519	ELF1_HUMAN
Homo_sapiens	ZNF281	ENSG00000162702	zf-C2H2	ENSP00000356321.3;ENSP00000356322.1;ENSP00000294740.2;	23528	Q9Y2X9	ZN281_HUMAN
Homo_sapiens	ZEB1	ENSG00000148516	zf-C2H2	ENSP00000452787.1;ENSP00000415961.2;ENSP00000391612.2;ENSP00000444891.2;ENSP00000319248.9;ENSP00000453970.1;ENSP00000453559.3;	6935	P37275	ZEB1_HUMAN
Homo_sapiens	LITAFD	ENSG00000283516	zf-LITAF-like	ENSP00000489792.1;ENSP00000490685.1;ENSP00000490446.1;	101929989	A0A1B0GVX0	LITAD_HUMAN
Homo_sapiens	RXRG	ENSG00000143171	RXR-like	ENSP00000352900.5;ENSP00000482458.1;	6258	P48443	RXRG_HUMAN
Homo_sapiens	ZNF471	ENSG00000196263	zf-C2H2	ENSP00000309161.4;	57573	Q9BX82	ZN471_HUMAN
Homo_sapiens	SCX	ENSG00000260428	bHLH	ENSP00000476384.1;	642658	Q7RTU7	SCX_HUMAN
Homo_sapiens	DPRX	ENSG00000204595	Homeobox	ENSP00000365838.1;	503834	A6NFQ7	DPRX_HUMAN
Homo_sapiens	FIZ1	ENSG00000179943	zf-C2H2	ENSP00000465131.1;ENSP00000468342.1;ENSP00000468018.1;ENSP00000221665.2;ENSP00000468529.1;	84922	Q96SL8	FIZ1_HUMAN
Homo_sapiens	TP63	ENSG00000073282	P53	ENSP00000392488.1;ENSP00000389485.1;ENSP00000376253.3;ENSP00000264731.3;ENSP00000376254.3;ENSP00000407144.2;ENSP00000346614.5;ENSP00000317510.5;ENSP00000376256.2;ENSP00000387839.1;ENSP00000394337.2;	8626	Q9H3D4	P63_HUMAN
Homo_sapiens	ZNF536	ENSG00000198597	zf-C2H2	ENSP00000347730.1;ENSP00000465771.1;	9745	O15090	ZN536_HUMAN
Homo_sapiens	ZNF623	ENSG00000183309	zf-C2H2	ENSP00000411139.2;ENSP00000435232.1;ENSP00000445979.1;	9831	O75123	ZN623_HUMAN
Homo_sapiens	HOXC11	ENSG00000123388	Homeobox	ENSP00000446680.1;	3227	O43248	HXC11_HUMAN
Homo_sapiens	ZNF823	ENSG00000197933	zf-C2H2	ENSP00000466840.1;ENSP00000410654.1;ENSP00000340683.5;	55552	P16415	ZN823_HUMAN
Homo_sapiens	NR5A1	ENSG00000136931	SF-like	ENSP00000393245.1;ENSP00000362689.3;ENSP00000362690.4;ENSP00000483309.1;	2516	Q13285	STF1_HUMAN
Homo_sapiens	PRDM16	ENSG00000142611	zf-C2H2	ENSP00000421400.1;ENSP00000425796.1;ENSP00000367643.2;ENSP00000426975.1;ENSP00000270722.5;	63976	Q9HAZ2	PRD16_HUMAN
Homo_sapiens	ZNF841	ENSG00000197608	zf-C2H2	ENSP00000471190.1;ENSP00000470746.1;ENSP00000374185.4;ENSP00000470100.2;ENSP00000415453.2;	284371	Q6ZN19	ZN841_HUMAN
Homo_sapiens	DBX2	ENSG00000185610	Homeobox	ENSP00000331470.6;	440097	Q6ZNG2	DBX2_HUMAN
Homo_sapiens	DNAJC2	ENSG00000105821	MYB	ENSP00000249270.7;ENSP00000368565.3;	27000	Q99543	DNJC2_HUMAN
Homo_sapiens	NR4A2	ENSG00000153234	NGFIB-like	ENSP00000415632.1;ENSP00000386747.1;ENSP00000394671.1;ENSP00000385379.2;ENSP00000386993.2;ENSP00000410952.1;ENSP00000344479.4;ENSP00000502739.1;ENSP00000389986.1;	4929	P43354	NR4A2_HUMAN
Homo_sapiens	ZNF813	ENSG00000198346	zf-C2H2	ENSP00000379684.4;	126017	Q6ZN06	ZN813_HUMAN
Homo_sapiens	ZNF347	ENSG00000197937	zf-C2H2	ENSP00000405218.2;ENSP00000471712.2;ENSP00000334146.6;	84671	Q96SE7	ZN347_HUMAN
Homo_sapiens	ZNF560	ENSG00000198028	zf-C2H2	ENSP00000301480.3;	147741	Q96MR9	ZN560_HUMAN
Homo_sapiens	ZNF226	ENSG00000167380	zf-C2H2	ENSP00000336719.5;ENSP00000465121.1;ENSP00000393265.1;	7769	Q9NYT6	ZN226_HUMAN
Homo_sapiens	ZFTA	ENSG00000188070	zf-BED	ENSP00000482180.1;	65998	C9JLR9	ZFTA_HUMAN
Homo_sapiens	RCOR1	ENSG00000089902	MYB	ENSP00000262241.5;	NA	Q9UKL0	RCOR1_HUMAN
Homo_sapiens	SP6	ENSG00000189120	zf-C2H2	ENSP00000438209.1;ENSP00000340799.2;	80320	Q3SY56	SP6_HUMAN
Homo_sapiens	ALX1	ENSG00000180318	Homeobox	ENSP00000315417.3;	8092	Q15699	ALX1_HUMAN
Homo_sapiens	PAX9	ENSG00000198807	PAX	ENSP00000355245.6;ENSP00000384817.2;ENSP00000501203.1;	5083	P55771	PAX9_HUMAN
Homo_sapiens	IKZF2	ENSG00000030419	zf-C2H2	ENSP00000412869.1;ENSP00000363439.4;ENSP00000396253.1;ENSP00000410447.2;ENSP00000395203.3;ENSP00000342876.2;	22807	Q9UKS7	IKZF2_HUMAN
Homo_sapiens	ZNF397	ENSG00000186812	zf-C2H2	ENSP00000331577.6;	84307	Q8NF99	ZN397_HUMAN
Homo_sapiens	BBX	ENSG00000114439	HMG	ENSP00000406554.1;ENSP00000403806.1;ENSP00000407662.1;ENSP00000385518.2;ENSP00000413274.1;ENSP00000414673.1;ENSP00000319974.8;ENSP00000408358.2;ENSP00000408297.1;ENSP00000385317.1;ENSP00000385530.1;ENSP00000413320.1;ENSP00000403860.2;	56987	Q8WY36	BBX_HUMAN
Homo_sapiens	NKX6-3	ENSG00000165066	Homeobox	ENSP00000428361.2;	157848	A6NJ46	NKX63_HUMAN
Homo_sapiens	NKX2-2	ENSG00000125820	Homeobox	ENSP00000366347.4;	4821	O95096	NKX22_HUMAN
Homo_sapiens	HOXB4	ENSG00000182742	Homeobox	ENSP00000328928.5;	NA	P17483	HXB4_HUMAN
Homo_sapiens	ZNF584	ENSG00000171574	zf-C2H2	ENSP00000471105.1;ENSP00000306756.3;	201514	Q8IVC4	ZN584_HUMAN
Homo_sapiens	PITX3	ENSG00000107859	Homeobox	ENSP00000439383.1;ENSP00000359019.3;	NA	O75364	PITX3_HUMAN
Homo_sapiens	ZNF687	ENSG00000143373	zf-C2H2	ENSP00000336620.5;ENSP00000319829.5;ENSP00000398821.1;	57592	Q8N1G0	ZN687_HUMAN
Homo_sapiens	ZNF202	ENSG00000166261	zf-C2H2	ENSP00000432504.1;ENSP00000337724.4;ENSP00000433881.1;	7753	O95125	ZN202_HUMAN
Homo_sapiens	SETDB1	ENSG00000143379	MBD	ENSP00000508664.1;ENSP00000432348.1;ENSP00000509425.1;ENSP00000271640.5;ENSP00000357965.4;	9869	Q15047	SETB1_HUMAN
Homo_sapiens	MYSM1	ENSG00000162601	MYB	ENSP00000499686.1;ENSP00000499586.1;ENSP00000418734.1;ENSP00000499373.1;	114803	Q5VVJ2	MYSM1_HUMAN
Homo_sapiens	ZNF648	ENSG00000179930	zf-C2H2	ENSP00000344129.3;ENSP00000501285.1;	127665	Q5T619	ZN648_HUMAN
Homo_sapiens	TGIF2	ENSG00000118707	Homeobox	ENSP00000476174.1;ENSP00000452878.1;ENSP00000453773.1;ENSP00000362979.3;ENSP00000362981.2;ENSP00000481787.1;ENSP00000498657.1;	60436	Q9GZN2	TGIF2_HUMAN
Homo_sapiens	REL	ENSG00000162924	RHD	ENSP00000295025.7;ENSP00000496299.1;ENSP00000377989.4;	5966	Q04864	REL_HUMAN
Homo_sapiens	ZNF845	ENSG00000213799	zf-C2H2	ENSP00000388311.1;ENSP00000470005.1;	91664	Q96IR2	ZN845_HUMAN
Homo_sapiens	MSX2	ENSG00000120149	Homeobox	ENSP00000239243.5;	4488	P35548	MSX2_HUMAN
Homo_sapiens	ZBTB44	ENSG00000196323	ZBTB	ENSP00000435413.2;ENSP00000433457.1;ENSP00000433457.1;ENSP00000436187.2;ENSP00000436187.2;ENSP00000408079.1;ENSP00000434177.1;ENSP00000350574.4;ENSP00000380861.1;ENSP00000432558.1;	29068	Q8NCP5	ZBT44_HUMAN
Homo_sapiens	EVX2	ENSG00000174279	Homeobox	ENSP00000312385.4;	344191	Q03828	EVX2_HUMAN
Homo_sapiens	TCFL5	ENSG00000101190	bHLH	ENSP00000217162.5;ENSP00000334294.3;	10732	Q9UL49	TCFL5_HUMAN
Homo_sapiens	JUNB	ENSG00000171223	TF_bZIP	ENSP00000303315.4;	3726	P17275	JUNB_HUMAN
Homo_sapiens	ZNF573	ENSG00000189144	zf-C2H2	ENSP00000340171.4;ENSP00000440464.2;ENSP00000375983.1;	126231	Q86YE8	ZN573_HUMAN
Homo_sapiens	ZNF639	ENSG00000121864	zf-C2H2	ENSP00000418766.1;ENSP00000325634.3;ENSP00000477626.1;ENSP00000419650.1;ENSP00000417740.1;	51193	Q9UID6	ZN639_HUMAN
Homo_sapiens	ZNF10	ENSG00000256223	zf-C2H2	ENSP00000248211.6;ENSP00000384893.2;ENSP00000393814.2;	7556	P21506	ZNF10_HUMAN
Homo_sapiens	TERF1	ENSG00000147601	MYB	ENSP00000503453.1;ENSP00000504470.1;ENSP00000276603.5;ENSP00000276602.6;	7013	P54274	TERF1_HUMAN
Homo_sapiens	MTA1	ENSG00000182979	zf-GATA	ENSP00000385702.1;ENSP00000384180.1;ENSP00000333633.7;ENSP00000394106.1;ENSP00000393438.1;	9112	Q13330	MTA1_HUMAN
Homo_sapiens	ZBED6	ENSG00000257315	zf-BED	ENSP00000447879.1;	100381270	P86452	ZBED6_HUMAN
Homo_sapiens	ZNF641	ENSG00000167528	zf-C2H2	ENSP00000394627.3;ENSP00000449974.1;ENSP00000437832.2;ENSP00000301042.3;	121274	Q96N77	ZN641_HUMAN
Homo_sapiens	HSFX2	ENSG00000268738	HSF	ENSP00000469223.1;	100130086	Q9UBD0	HSFX1_HUMAN
Homo_sapiens	NKX6-1	ENSG00000163623	Homeobox	ENSP00000295886.3;ENSP00000449761.2;	4825	P78426	NKX61_HUMAN
Homo_sapiens	ZSCAN30	ENSG00000186814	zf-C2H2	ENSP00000392371.2;ENSP00000480152.1;ENSP00000329738.4;ENSP00000491237.1;	100101467	Q86W11	ZSC30_HUMAN
Homo_sapiens	RFX6	ENSG00000185002	RFX	ENSP00000332208.2;	222546	Q8HWS3	RFX6_HUMAN
Homo_sapiens	E2F5	ENSG00000133740	E2F	ENSP00000414312.2;ENSP00000398124.2;ENSP00000256117.6;	1875	Q15329	E2F5_HUMAN
Homo_sapiens	ZNF746	ENSG00000181220	zf-C2H2	ENSP00000493970.1;ENSP00000508891.1;ENSP00000395007.3;ENSP00000345140.3;	155061	Q6NUN9	ZN746_HUMAN
Homo_sapiens	KLF10	ENSG00000155090	zf-C2H2	ENSP00000285407.6;ENSP00000379222.3;	7071	Q13118	KLF10_HUMAN
Homo_sapiens	GATA3	ENSG00000107485	zf-GATA	ENSP00000341619.3;ENSP00000368632.3;	2625	P23771	GATA3_HUMAN
Homo_sapiens	RELB	ENSG00000104856	RHD	ENSP00000423287.1;ENSP00000221452.7;ENSP00000485826.1;	5971	Q01201	RELB_HUMAN
Homo_sapiens	GATAD2B	ENSG00000143614	zf-GATA	ENSP00000489309.1;ENSP00000489595.1;ENSP00000489184.1;ENSP00000357644.4;	57459	Q8WXI9	P66B_HUMAN
Homo_sapiens	FOXL1	ENSG00000176678	Fork_head	ENSP00000326272.3;ENSP00000472376.1;	2300	Q12952	FOXL1_HUMAN
Homo_sapiens	FOXB2	ENSG00000204612	Fork_head	ENSP00000365898.1;	442425	Q5VYV0	FOXB2_HUMAN
Homo_sapiens	PKNOX2	ENSG00000165495	Homeobox	ENSP00000298282.8;	63876	Q96KN3	PKNX2_HUMAN
Homo_sapiens	NCOA1	ENSG00000084676	bHLH	ENSP00000288599.5;ENSP00000385216.1;ENSP00000385097.1;ENSP00000320940.5;ENSP00000379197.3;	8648	Q15788	NCOA1_HUMAN
Homo_sapiens	SPIC	ENSG00000166211	ETS	ENSP00000448580.1;	121599	Q8N5J4	SPIC_HUMAN
Homo_sapiens	BCL11A	ENSG00000119866	zf-C2H2	ENSP00000351307.5;ENSP00000349300.4;ENSP00000338774.7;ENSP00000496168.1;	53335	Q9H165	BC11A_HUMAN
Homo_sapiens	ZNF732	ENSG00000186777	zf-C2H2	ENSP00000478210.1;ENSP00000415774.1;	654254	B4DXR9	ZN732_HUMAN
Homo_sapiens	ZNF251	ENSG00000198169	zf-C2H2	ENSP00000292562.7;	90987	Q9BRH9	ZN251_HUMAN
Homo_sapiens	FOSB	ENSG00000125740	TF_bZIP	ENSP00000468482.1;ENSP00000466530.1;ENSP00000465552.1;ENSP00000485018.1;ENSP00000468207.1;ENSP00000245919.3;ENSP00000465528.1;	2354	P53539	FOSB_HUMAN
Homo_sapiens	STAT1	ENSG00000115415	STAT	ENSP00000501225.1;ENSP00000501185.1;ENSP00000501159.1;ENSP00000501120.1;ENSP00000354394.4;ENSP00000402548.2;ENSP00000500982.1;ENSP00000501127.1;ENSP00000501164.1;ENSP00000376136.3;ENSP00000501115.1;ENSP00000386244.1;ENSP00000376137.2;ENSP00000438703.2;ENSP00000501289.1;ENSP00000388240.2;ENSP00000501145.1;	6772	P42224	STAT1_HUMAN
Homo_sapiens	ZNF426	ENSG00000130818	zf-C2H2	ENSP00000253115.1;ENSP00000468100.1;ENSP00000439017.1;	79088	Q9BUY5	ZN426_HUMAN
